Name,HDFC_ID,Category
DOC STAR DENTAL CENTRE PRIVATE LIMITED,147820,A
CORUM SECURITIES PRIVATE LIMITED,144926,A
HAIGREEVA INFRATECH PROJECTS LIMITED,138843,A
AMBA POLY PLAST LIMITED.,138844,A
SAKTHI MURUGAN ROLLER FLOUR MILLS PRIVATE LIMITED,148953,A
VIRCHOW DRUGS LIMITED,12597,A
MANA PROJECTS PRIVATE LIMITED,145561,A
NORTHERN COALFIELDS LIMITED,140965,A
JAPFA COMFEED INDIA PRIVATE LTD,145221,A
CARYAIRE EQUIPMENTS INDIA PRIVATE LIMITED,148705,A
SRI SABARI ENGIMECH PRIVATE LIMITED,140388,A
BALLY FABS INTERNATIONAL LIMITED,140389,A
ARISTOPLAST PRODUCTS PRIVATE LIMITED,144907,A
KANCHAN PHARMA PRIVATE LIMITED,148517,A
SRI DURGA CONDEV PRIVATE LIMITED,140460,A
B L LIFESCIENCES PRIVATE LIMITED,40333,A
NISHCHEM INTERNATIONAL PRIVATE LIMITED,153404,A
SHREE CHAKRA ORGANICS PRIVATE LIMITED,152175,A
SIDERFORGEROSSI INDIA PRIVATE LIMITED,152605,A
SURAJ LIMITED,154657,A
BINAYAK TEX PROCESSORS LTD,155520,A
SURENDRA STEELS PRIVATE LIMITED,155851,A
SHREE RAMA MULTI TECH LIMITED,153558,A
INNOVISION LIMITED,21542,A
TERMINAL TECHNOLOGIES INDIA PRIVATE LIMITED,12763,A
BHOLENATH FOODS LIMITED,155497,A
DAIWA CAPITAL MARKETS INDIA PRIVATE LIMITED,152803,A
MAHABAL METALS PRIVATE LIMITED,156371,A
CHALET HOTELS LIMITED,156470,A
ZUARI FOODS AND FARMS PRIVATE LIMITED,156063,A
JSW MI STEEL SERVICE CENTER PRIVATE LIMITED,41509,A
SAAVN MEDIA LIMITED,156685,A
SAGAR CEMENTS M PRIVATE LIMITED,156761,A
JSW RETAIL AND DISTRIBUTION LIMITED,153227,A
KRSNAA DIAGNOSTICS LIMITED,156307,A
NUTAN ISPAT AND POWER PRIVATE LIMITED,153930,A
SHEEL OIL AND FATS PRIVATE LIMITED,154476,A
NV DISTILLERIES PRIVATE LIMITED,156746,A
YEOMAN MARINE SERVICES PRIVATE LIMITED,152373,A
AJANTA FOOTCARE INDIA PRIVATE LIMITED,41643,A
NOBEL HYGIENE PRIVATE LTD,156151,A
VIRDEV INTERMEDIATES PRIVATE LIMITED,156186,A
MALBROS INTERNATIONAL PRIVATE LIMITED,156189,A
GOEX FREIGHT SOLUTIONS PRIVATE LIMITED,153980,A
LKP FINANCE LIMITED,154526,A
ADVAIT INFRATECH LIMITED,156983,A
RAMKY ESTATES AND FARMS LIMITED,154122,A
SALASAR POLYTEX PRIVATE LIMITED,154743,A
PATNAIK MINERALS PRIVATE LIMITED,155288,A
RENAATUS PROJECTS PRIVATE LIMITED,154182,A
J R ROADLINES PRIVATE LIMITED,158370,A
MEDGEL PRIVATE LIMITED,152968,A
SONODYNE TECHNOLOGIES PVT LTD,154144,A
CENTURY INFRAPOWER PRIVATE LIMITED,154267,A
BHARAT KOLKATA CONTAINER TERMINALS PRIVATE LIMITED,157445,A
OVT INDIA PRIVATE LIMITED,156032,A
FLUID LINE ENGINEERS AND FABRICATORS PRIVATE LIMITED,155463,A
KONGOVI PRIVATE LIMITED,156418,A
SATURN FERRO ALLOYS PVT LTD,153705,A
BABY MEMORIAL HOSPITAL LTD,154612,A
BEEKAY ENGINEERING CORPORATION PRIVATE LTD,155039,A
DATA PATTERNS INDIA LIMITED,154059,A
SUVARNA KALA PRIVATE LIMITED,157765,A
SHALIMAR NUTRIENTS PRIVATE LIMITED,157057,A
RAJ PATH INFRACON PRIVATE LIMITED,155866,A
HERMES TRAVEL AND CARGO PRIVATE LIMITED,152165,A
SIGNATUREGLOBAL INDIA LIMITED,157238,A
TRBEX IMPEX PRIVATE LIMITED,153816,A
GURU NANAK AUTO ENTERPRISES LIMITED,25056,A
SAMHI HOTELS LIMITED,154816,A
CHAMAN METALLICS LIMITED,156283,A
JHAVERI FLEXO INDIA PRIVATE LIMITED,153304,A
ZYDUS PHARMACEUTICALS LIMITED,154591,A
IFFCO MC CROP SCIENCE PRIVATE LIMITED,154105,A
NSPR CONSTRUCTIONS INDIA PRIVATE LIMITED,154758,A
MINERAL EXPLORATION CORPORATION LIMITED,153748,A
SUMILON INDUSTRIES PRIVATE LIMITED,155032,A
S AND P FEEDS PRIVATE LIMITED,41136,A
MUTHOOT MERCANTILE LIMITED,153959,A
ASTROTECH STEELS PRIVATE LIMITED,156491,A
SAHYADRI HOSPITALS PRIVATE LIMITED,155582,A
SHRIRAM PROPERTIES LIMITED,152025,A
ALCON ELECTRONICS PRIVATE LIMITED,157531,A
GMR GOA INTERNATIONAL AIRPORT LIMITED,158248,A
IGT SOLUTIONS PRIVATE LIMITED,157833,A
K M GLOBAL FINANCIAL SERVICES PRIVATE LIMITED,158194,A
GPT HEALTHCARE LIMITED,155438,A
PHOENIX TOWNSHIP LIMITED,154218,A
VISHNU CHEMICALS LIMITED,10457,A
AMRAPALI CAPITAL AND FINANCE SERVICES LIMITED,156003,A
DARA ENGINEERING AND INFRASTRUCTURES PRIVATE LIMITED,154425,A
MEGASOFT LIMITED,7047,A
K K P TEXTILES PRIVATE LIMITED,158514,A
DINESH ENGINEERS LIMITED,153205,A
SAAN GLOBAL LIMITED,152299,A
AUTO INTERNATIONAL INDIA PRIVATE LIMITED,154031,A
REXNORD ELECTRONICS AND CONTROLS LIMITED,159073,A
SHREE SIDHBALI ISPAT LIMITED,158947,A
AXIS ENERGY VENTURES INDIA PRIVATE LIMITED,159381,A
BHAVYA CEMENTS PRIVATE LIMITED,159166,A
MARWADI COMMODITY BROKER PRIVATE LIMITED,159129,A
PETROCHEM ASIA PRIVATE LIMITED,159123,A
A P SECURITAS PVT LTD,159220,A
AVIVA LIFE INSURANCE COMPANY INDIA LTD,3005,A
GALAXY ENTERTAINMENT CORPORATION LIMITED,3045,A
RELIANCE SECURITIES LIMITED,3079,A
STANDARD COMBINE PRIVATE LIMITED,3091,A
EAGLE TECHNOLOGY RESOURCES PRIVATE LIMITED,1425,A
EMIRATES SHIPPING AGENCIES INDIA PVT LTD 100 FOR.SUB.CO,1438,A
ENTERPRISE SYSTEM SOLUTIONS PRIVATE LIMITED,1446,A
FAIRFEST MEDIA LTD,1459,A
FENNER CONVEYOR BELTING PRIVATE LIMITED,1473,A
FIDELITY MANAGEMENT AND SERVICES PRIVATE LIMITED,1481,A
FIREPRO SYSTEMS PRIVATE LIMITED,1483,A
FUCHS LUBRICANTS INDIA PRIVATE LIMITED,1492,A
GANAPATI PARKS LTD,1518,A
GENOVO DEVELOPMENT SERVICES LIMITED,1527,A
GLOBSYN TECHNOLOGIES LIMITED,1532,A
ELECTROTHERM INDIA LIMITED,702,A
AMO COMMUNICATIONS PRIVATE LIMITED,3870,A
AMU SHARES AND SECURITIES LTD,3881,A
ANSUN MULTI TECH INDIA LIMITED.,3906,A
ANTHUS PHARMACEUTICALS PRIVATE LIMITED,3908,A
ANTON PAAR INDIA PRIVATE LIMITED,3909,A
ANTRAWEB TECHNOLOGIES PRIVATE LIMITED,3910,A
ANVASE EXIM PRIVATE LIMITED,3912,A
APCO WORLDWIDE INDIA PRIVATE LIMITED,3920,A
APEEJAY SECURITIES PVT LTD,3922,A
APPLAUSE ENTERTAINMENT PRIVATE LIMITED,3926,A
APPLE THERAPEUTICS PRIVATE LIMITED,3927,A
APRA MOTELS PRIVATE LIMITED,3929,A
CUSTOM CAPSULES PRIVATE LIMITED,4078,A
CUE APPARELS PRIVATE LIMITED,4076,A
CYBER INFRASTRUCTURE PRIVATE LIMITED,4079,A
AQUA CHILL SYSTEMS INDIA PRIVATE LIMITED,3932,A
ACCORD FINTECH PRIVATE LIMITED,3482,A
ACE SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,3487,A
ACRO PAINTS LIMITED,3497,A
ACROW INDIA LIMITED,3499,A
STERLING SOFTWARE PRIVATE LIMITED,3500,A
ACUMEN CAPITAL MARKET INDIA LIMITED,3510,A
ADEPT SOFTWARE AVENUES PRIVATE LIMITED,3518,A
ADITYA PERIPHERALS PRIVATE LIMITED,3529,A
ADROIT BUSINESS SOLUTIONS PRIVATE LIMITED,3530,A
ADROIT COMMODITIES SERVICES PRIVATE LIMITED,3532,A
ADS ADVERTISING PRIVATE LIMITED,3536,A
ADTEL SOFTEARE PRIVATE LIMITED,3541,A
ADVANCE COOLING SYSTEMS PRIVATE LIMITED,3558,A
SABIC RESEARCH AND TECHNOLOGY PRIVATE LIMITED,1547,A
SAMSUNG HEAVY INDUSTRIES INDIA PRIVATE LIMITED,1551,A
SISTEMA SHYAM TELESERVICES LIMITED,1587,A
STANDARD CHARTERED FINANCE LIMITED,1604,A
TATA ASSET MANAGEMENT LIMITED,1619,A
TCG REAL ESTATE INVESTMENT MANAGEMENT CO PRIVATE LIMITED,1625,A
TECHNIGROUP INTERNATIONAL PRIVATE LIMITED,1627,A
TRIDENT HOTELS PVT LTD,1651,A
DUNCANS AGRO CHEMICALS LIMITED,490,A
DYNA HITECH POWER SYSTEMS LIMITED,492,A
DYNAMIC LOGISTICS PRIVATE LIMITED,496,A
EAGLE FLASK INDUSTRIES PRIVATE LIMITED,502,A
EDWARDS LIFESCIENCES INDIA PRIVATE LIMITED,515,A
ELOF HANSSON LTD,536,A
EMPIRE MACHINE TOOLS PRIVATE LIMITED,543,A
ENAM ASSET MANAGEMENT COMPANY PRIVATE LMITED,546,A
ERM INDIA PRIVATE LIMITED,556,A
EROS INTERNATIONAL FILMS PRIVATE LIMITED,559,A
ALLERGAN HEALTHCARE INDIA PRIVATE LIMITED,469,A
A2Z INFOTECH PRIVATE LIMITED,3440,A
A N PRAKASH CONSTRUCTION PROJECT MANAGEMENT CONSULTANTS P L,3456,A
AAKANKSHA LOGISTICS PRIVATE LIMITED,3460,A
AAKIT TECHNOLOGIES PRIVATE LIMITED,3461,A
ABERCROMBIE AND KENT INDIA PRIVATE LIMITED,3470,A
CARISMA SOLUTIONS PRIVATE LIMITED,3446,A
BEIERSDORF INDIA PRIVATE LIMITED,3303,A
BIDDLE SAWYER LIMITED,3321,A
CAPLIN POINT LABORATORIES LIMITED,3612,A
CHEMISOL INDIA PVT.LTD.,3705,A
AEROMAR LOGISTICS INDIA PRIVATE LIMITED,3622,A
AGENCIA ULTRAMARINA PRIVATE LIMITED,3630,A
AGNI JEWELS PRIVATE LIMITED,3635,A
AHRESTY INDIA PRIVATE LIMITED,3646,A
UNITED CONVEYOR CORPORATION INDIA PRIVATE LIMITED,1658,A
URBAN INFRASTRUCTURE VENTURE CAPITAL LIMITED,1661,A
USHAKIRON MOVIES LIMITED.,1663,A
GMR CORPORATE CENTER LIMITED,1536,A
HOWDEN AIR AND GAS INDIA PRIVATE LIMITED,1571,A
INDIA CARBON LIMITED,1594,A
INDUS-LEAGUE CLOTHING LIMITED,1612,A
VISHAY COMPONENTS INDIA PRIVATE LIMITED,1671,A
INTRASOFT TECHNOLOGIES LIMITED,1620,A
ORANGE BUSINESS SERVICES INDIA TECHNOLOGY PRIVATE LIMITED,720,A
CAREER LAUNCHER INFRASTRUCTURE PRIVATE LIMITED,2076,A
NOVOPAN INDUSTRIES LIMITED,2086,A
CAREERNET TECHNOLOGIES PRIVATE LIMITED,2078,A
CELSTREAM TECHNOLOGIES PRIVATE LIMITED,2087,A
COMPUAGE INFOCOM LIMITED,2106,A
CORAL TELECOM LIMITED,2110,A
BIOMERIEUX INDIA PRIVATE LIMITED,3346,A
INDIAN AGRIBUSINESS SYSTEMS PRIVATE LIMITED,3327,A
INFORMATION TECHNOLOGIES INDIA LIMITED,3356,A
INSILCO LIMITED,3362,A
AIRSERCO PRIVATE LTD,3656,A
AIS ADHESIVES LIMITED,3658,A
AKESISS PHARMA PRIVATE LIMITED,3667,A
AKRITI APPARELS PRIVATE LIMITED,3671,A
AKSHAYA INFRA CONSULTANTS PRIVATE LIMITED,3681,A
VITAE INTERNATIONAL ACCOUNTING SERVICES PRIVATE LIMITED,3682,A
ALGORHYTHM TECH PRIVATE LIMITED,3736,A
ALIF MANAGEMENT SERVICES PRIVATE LIMITED,3738,A
COMPUTER KIDS PRIVATE LIMITED,3574,A
CARMATEC IT SOLUTIONS PRIVATE LIMITED,3580,A
CAT TECHNOLOGIES LIMITED,3587,A
CATAMARAN CORP LIMITED,3591,A
CCS TECHNOLOGIES PRIVATE LIMITED,3595,A
CEBON APPAREL PRIVATE LIMITED,3599,A
CELIO FUTURE FASHION PRIVATE LIMITED,3604,A
CELLARSTONE INDIA PRIVATE LIMITED,3606,A
CELLO PENS AND STATIONERY PRIVATE LIMITED,3607,A
CELLWORKS RESEARCH INDIA PRIVATE LIMITED,3609,A
CEM SOLUTIONS PRIVATE LIMITED,3693,A
VULCAN ELECTRO CONTROLS LIMITED,1672,A
VXL TECHNOLOGIES LIMITED,1673,A
CRUX MANAGEMENT SERVICES PRIVATE LIMITED,2432,A
CUMMINS SALES AND SERVICE PRIVATE LIMITED,2434,A
CUSHMAN AND WAKEFIELD INDIA PRIVATE LIMITED,2435,A
DAMCO SOLUTIONS PRIVATE LIMITED,2440,A
DENAVE INDIA PRIVATE LIMITED,2446,A
DIEBOLD NIXDORF INDIA PRIVATE LIMITED,2452,A
SYNTEL GLOBAL PRIVATE LIMITED,2517,A
EBEN TELECOM PRIVATE LIMITED,2472,A
EKA SOFTWARE SOLUTIONS PRIVATE LIMITED,2475,A
ELECTRONICS FOR IMAGING INDIA PRIVATE LIMITED,2477,A
OERLIKON TEXTILE INDIA PRIVATE LIMITED,2120,A
OMAM CONSULTANTS PRIVATE LIMITED,2122,A
ONE 97 COMMUNICATIONS LIMITED,2124,A
OPTIMUS GLOBAL SERVICES LIMITED,2125,A
ORBIT EQUIPMENTS PRIVATE LIMITED,2126,A
ORIENTAL CUISINES PRIVATE LIMITED,2130,A
PRATEEK APPARELS PRIVATE LIMITED,2165,A
RAMBUS CHIP TECHNOLOGIES INDIA PRIVATE LIMITED,2182,A
IP RINGS LIMITED,3392,A
ISUZU MOTORS LTD,3404,A
IT AND T ENTERTAINMENT SERVICES PRIVATE LIMITED,3407,A
ABPS INFRASTRUCTURE ADVISORY PRIVATE LIMITED,3474,A
BOSE CORPORATION INDIA PRIVATE LIMITED,3486,A
BRIGHT BROTHERS LIMITED,3504,A
BUTTERWORTH HOLDINGS PRIVATE LIMITED,3528,A
ESCALON BUSINESS SERVICES PVT LTD,3478,A
ACCELTREE SOFTWARE PRIVATE LIMITED,3479,A
ACCENT METALS PRIVATE LIMITED,3480,A
CENTRE FOR EXCELLENCE IN ORGANIZATION PRIVATE LIMITED,3700,A
CGS APPAREL PRIVATE LIMITED.,3702,A
CHAITANYA PROJECTS CONSULTANCY PRIVATE LIMITED,3704,A
CHARLES RIVER LABORATORIES INDIA PRIVATE LIMITED,3710,A
CHENNAI CNC SERVOTRONICS PRIVATE LIMITED,3718,A
CHENOA INFORMATION AND SOFTWARE SERVICES PRIVATE LIMITED,3720,A
CHEYYAR SEZ DEVELOPERS PRIVATE LIMITED,3723,A
CHHABI ELECTRICALS PRIVATE LIMITED,3724,A
CHHAVI TOURISTS PRIVATE LIMITED,3725,A
CHOICE TRADING CORPORATION PRIVATE LIMITED,3732,A
CHONA FINANCIAL SERVICES LIMITED,3737,A
CICO TECHNOLOGIES LIMITED,3739,A
CIL SECURITIES LIMITED,3741,A
CIMCON SOFTWARE INDIA PRIVATE LIMITED,3743,A
ALLIANCE BUSINESS SCHOOL,3753,A
CL MICROMED PRIVATE LTD,3752,A
CLAIR ENGINEERS PRIVATE LIMITED,3755,A
CLARITUS MANAGEMENT CONSULTING PRIVATE LIMITED,3756,A
ARBITRON TECHNOLOGY SERVICES INDIA PRIVATE LIMITED,3936,A
ARCHIDPLY INDUSTRIES LIMITED,3938,A
AREBEE STAR MARITIME AGENCIES PRIVATE LIMITED,3943,A
EMERGENT VENTURES INDIA PRIVATE LIMITED,2479,A
TALASCEND INDIA PRIVATE LIMITED,2490,A
EXCELSOFT TECHNOLOGIES PRIVATE LIMITED,2501,A
EYEQUBE STUDIOS PRIVATE LIMITED,2506,A
FIRST FLIGHT COURIERS LIMITED,2525,A
CHRYSALIS HRD PRIVATE LIMITED,3791,A
CITIZEN WATCHES INDIA PRIVATE LIMITED,3848,A
CMS INDIA OPERATIONS AND MAINTENANCE COMPANY PRIVATE LIMITED,3855,A
TAVANT TECHNOLOGIES INDIA PRIVATELIMITED,2658,A
TECHNOSOFT GLOBAL SERVICES PRIVATE LIMITED,2660,A
TELSIMA COMMUNICATIONS PRIVATE LIMITED,2662,A
THEMIS MEDICARE LIMITED,2666,A
TIMES INTERNET LIMITED,2677,A
TRIPLE POINT TECHNOLOGY INDIA PRIVATE LIMITED,2687,A
UL INDIA PRIVATE LIMITED,2702,A
CENTILLION SOLUTIONS AND SERVICES PRIVATE LIMITED,1723,A
GAP INTERNATIONAL SOURCING INDIA PRIVATE LIMITED,1684,A
FIRST DATA INDIA PRIVATE LIMITED,744,A
FIRST ENERGY PRIVATE LIMITED,749,A
FORTUNE BRAND IMAGE INDIA PRIVATE LIMITED,765,A
GENWORTH FINANCIAL INDIA PRIVATE LIMITED,815,A
ESSAR INVESTMENTS LIMITED,592,A
COASTAL ROADWAYS LTD,3863,A
ARJAN IMPEX PRIVATE LIMITED,3952,A
ARK DIAGNOSTIC SYSTEM PRIVATE LIMITED,3954,A
ARKLITE SPECIALITY LAMPS LIMITED,3956,A
ARMSEL MHE PRIVATE LIMITED,3959,A
ALLIED WORLDWIDE BUSINESS SOLUTIONS PRIVATE LIMITED,3766,A
ALPHAMED FORMULATIONS PRIVATE LIMITED,3798,A
ALPINE APPARELS PRIVATE LIMITED,3801,A
ALTRUIST TECHNOLOGIES PRIVATE LIMITED,3811,A
VERISIGN SERVICES INDIA PRIVATE LIMITED,2742,A
VISION COMPTECH INTEGRATORS LIMITED,2758,A
EXPERIS IT PRIVATE LIMITED,2774,A
ADNET INFOSYSTEMS INDIA PRIVATE LIMITED,1761,A
MEDIAMAN INFOTECH PRIVATE LIMITED,1798,A
ALLEGRO CAPITAL ADVISORS PRIVATE LIMITED,1806,A
EXXONMOBIL LUBRICANTS PRIVATE LIMITED.,629,A
FAIRBANKS MORSE INDIA LIMITED,634,A
MICRON ELECTRICALS PRIVATE LIMITED,2032,A
MORGAN STANLEY INDIA FINANCIAL SERVICES PRIVATE LIMITED,2047,A
MORGAN STANLEY INVESTMENT MANAGEMENT PRIVATE LIMITED,2050,A
MSC AGENCY INDIA PRIVATE LIMITED,2055,A
BPL LIMITED,2021,A
NAIDUNIA MEDIA LIMITED,2063,A
TURNER GENERAL ENTERTAINMENT NETWORKS INDIA PRIVATE LIMITED,2066,A
WEBEX COMMUNICATIONS INDIA PRIVATE LIMITED,2777,A
XYLEM RESOURCE MANAGEMENT PRIVATE LIMITED,2795,A
ARMSTRONG WORLD INDUSTRIES,2738,A
AT AND T GLOBAL BUSINESS SERVICES INDIA PRIVATE LIMITED,2791,A
KINETIC MARKETING AND SERVICES LIMITED,2552,A
KICONS LIMITED,2555,A
PLANET EDUCATION LLP,1823,A
SATELLITE DEVELOPERS PRIVATE LIMITED,1832,A
SELECT HOLIDAY RESORTS PRIVATE LIMITED,1833,A
AMWAY INDIA ENTERPRISES PRIVATE LIMITED,1850,A
GOLDSTONE TECHNOLOGIES LIMITED,1860,A
GOLDIAM INTERNATIONAL LIMITED,1859,A
TATA INTERNATIONAL LIMITED,906,A
ITT CORPORATION INDIA PRIVATE LIMITED,1050,A
LG CHEMICAL INDIA PRIVATE LIMITED,2648,A
ALPUMP LIMITED,2566,A
ANGEL SECURITIES LIMITED,1868,A
MANGAL KESHAV SECURITIES LIMITED,1906,A
ASK WEALTH ADVISORS PRIVATE LIMITED,1903,A
MARS TELECOM SYSTEMS PRIVATE LIMITED,1933,A
HALLMARK INDUSTRIES PVT.LTD.,1922,A
HARVIN SCIENTIFIC OPTICS PRIVATE LIMITED,1932,A
HATHWAY INVESTMENTS PRIVATE LIMITED,1936,A
G CORP PRIVATE LIMITED,1043,A
HUGHES NETWORK SYSTEMS INDIA LIMITED,970,A
ACD AUTOMATION PRIVATE LIMITED,575,A
ACE HARDWARE PRIVATE LIMITED,579,A
ADANI WELSPUN EXPLORATION LIMITED,607,A
ADITYA BIRLA MANAGEMENT CORPORATION PRIVATE LIMITED,622,A
AMFORGE INDUSTRIES LIMITED,106,A
AMCO BATTERIES LIMITED,2586,A
AMCO INDIA LIMITED,2589,A
RANDSTAD INDIA PRIVATE LIMITED,2819,A
LUXOR WRITING INSTRUMENTS PRIVATE LIMITED,2824,A
HAWORTH INDIA PVT LTD,1951,A
HCC REAL ESTATE LIMITED,1952,A
AVON BEAUTY PRODUCTS INDIA PRIVATE LIMITED,1945,A
BATEMAN ENGINEERING INDIA PRIVATE LIMITED,1966,A
MAX SPECIALITY PRODUCTS LIMITED,1984,A
MAYA ENTERTAINMENT LIMITED,1986,A
HEIDRICK AND STRUGGLES INDIA PRIVATE LIMITED,1988,A
WEIZMANN LIMITED,1085,A
WEP PERIPHERALS LIMITED,1087,A
WESTERN UNION SERVICES INDIA PRIVATE LIMITED,1092,A
YAHOO SOFTWARE DEVELOPMENT INDIA PRIVATE LIMITED,1112,A
YES BANK LIMITED,1114,A
JINDAL PHOTO LIMITED,1126,A
BAUSCH AND LOMB INDIA PRIVATE LIMITED,192,A
A W FABER CASTELL INDIA PRIVATE LIMITED,2844,A
K RAHEJA DEVELOPERS PVT LTD,2868,A
A2Z ONLINE SERVICES PRIVATE LIMITED,3099,A
ACUSIS SOFTWARE INDIA PRIVATE LIMITED,3104,A
ADARSH SOLUTIONS PRIVATE LIMITED,3105,A
AGLOWMED LIMITED,3109,A
INTERRA SYSTEMS INDIA PRIVATE LIMITED,2909,A
INTENSE TECHNOLOGIES LIMITED,2916,A
INTEGREON MANAGED SOLUTIONS INDIA PRIVATE LIMITED,2920,A
INGENERO TECHNOLOGIES INDIA PRIVATE LIMITED,2922,A
INFOTECH GLOBAL INDIA LIMITED,2925,A
INFORMATION TV PRIVATE LIMITED,2926,A
INFINEON TECHNOLOGIES INDIA PRIVATE LIMITED,2930,A
KEY CORP LIMITED,1144,A
MARSH MACLEAN INSURANCE SERVICES LIMITED,1223,A
ZUARI INVESTMENTS LIMITED,1124,A
FUTURE MEDIA INDIA LIMITED,1166,A
FUTUREBAZAAR INDIA LIMITED,1167,A
CABLE VISION SYSTEMS PRIVATE LIMITED,280,A
AMS FASHIONS PRIVATE LIMITED,3131,A
ARIBA INDIA PRIVATE LIMITED,3145,A
ASHTECH INFOTECH PRIVATE LIMITED,3149,A
ATLANTIS LAB PRIVATE LIMITED,3153,A
ATLAS LOGISTICS PRIVATE LIMITED,3154,A
AVIOHELITRONICS INFOSYSTEMS PRIVATE LIMITED,3159,A
AXSYS HEALTH TECH LIMITED,3163,A
BARRAGE TECHNOSOLUTIONS PVT LTD,3172,A
BEBO TECHNOLOGIES PRIVATE LIMITED,3174,A
BIRD INFORMATION SYSTEMS PRIVATE LIMITED,3185,A
JINDAL STRIPS LIMITED,2185,A
HINDUSTAN CYCLES AND TUBES PRIVATE LIMITED,2204,A
KAKATIYA CEMENT SUGAR AND INDUSTRIES LIMITED,2251,A
KYC CARGO SERVICES PVT LTD,2234,A
KANEMATSU INDIA PRIVATE LIMITED,2263,A
ADHUNIK STEELS LIMITED,1194,A
ADONIS ELECTRONICS PRIVATE LIMITED,1198,A
AIR INDIA EXPRESS LIMITED,1202,A
ALANKIT LIFE CARE LIMITED,1204,A
ALANKIT TECHNOLOGIES LIMITED,1208,A
ALL INDIA TECHNOLOGIES LIMITED,1209,A
ANZ CAPITAL PRIVATE LIMITED,1231,A
ISPG TECHNOLOGIES INDIA PRIVATE LIMITED,1238,A
JOHN KEELLS FOODS INDIA PRIVATE LIMITED,1266,A
JOST INDIA AUTO COMPONENT PRIVATE LIMITED,1274,A
KOOL KIDZ PRODUCTS LIMITED,1294,A
RUCHI INFRASTRUCTURE LIMITED,569,A
CADTECH CONSULTANTS PRIVATE LIMITED,3199,A
CAE SIMULATION TECHNOLOGIES PRIVATE LIMITED,3200,A
CANDID GUARD SERVICES PRIVATE LIMITED,3204,A
CARAT MEDIA SERVICES INDIA PRIVATE LIMITED,3206,A
CENTRAL PARK REAL ESTATE DEVELOPERS PRIVATE LIMITED,3213,A
CERAGON NETWORKS INDIA PRIVATE LIMITED,3217,A
CEREBRUS CONSULTANTS PRIVATE LIMITED,3218,A
CHATURVEDI AND SHAH CONSULTING LLP,3220,A
CHOICE SOLUTIONS LIMITED,3227,A
COMPASSITES SOFTWARE SOLUTIONS PRIVATE LIMITED,3234,A
CONGRUENT SOLUTIONS PVT LTD,3236,A
CONTATA SOLUTIONS PRIVATE LIMITED,3238,A
CORPORATE AESTHETIC REFURBISHING ENTERPRISE PRIVATE LIMITED,3239,A
COTTON NATURALS INDIA PRIVATE LIMITED,3241,A
HOSUR CERAMICS PRIVATE LIMITED,2225,A
HUGHES COMMUNICATIONS INDIA LIMITED,2239,A
REMFRY AND SAGAR CONSULTANTS PVT.LTD.,2290,A
RESONANCE EDUVENTURES LIMITED,2292,A
MAHINDRA CONSTRUCTION COMPANY LIMITED,1332,A
MOTOR SALES LIMITED,1352,A
MUDRA ONLINE TECHNOLOGIES PRIVATE LIMITED,1360,A
ARCHETYPE INDIA CONSTRUCTION CONSULTANTS PRIVATE LIMITED,1245,A
ARKRAY HEALTHCARE PRIVATE LIMITED,1248,A
ASIAN HEART INSTITUTE AND RESEARCH CENTRE PRIVATE LIMITED,1252,A
ASIAN SCHOOL OF BUSINESS INDIA PRIVATE LIMITED,1253,A
UTI ASSET MANAGEMENT COMPANY LIMITED,1068,A
CHOLAMANDALAM DISTRIBUTION SERVICES LIMITED,419,A
DECCAN CHARTERS PRIVATE LIMITED,427,A
CS DATAMATION RESEARCH SERVICES PRIVATE LIMITED,3249,A
CYRET TECHNOLOGIES INDIA PRIVATE LIMITED,3254,A
ELECTRONICA MECHATRONIC SYSTEMS  INDIA  PRIVATE LIMITED,3255,A
DANLAW TECHNOLOGIES INDIA LIMITED,3256,A
DATAMATICS STAFFING SERVICES LIMITED,3259,A
DEGUSTIBUS HOSPITALITY PRIVATE LIMITED,3262,A
DESMET BALLESTRA INDIA PRIVATE,3267,A
DONALDSON INDIA FILTER SYSTEMS PRIVATE LIMITED,3277,A
EAST INDIA PHARMACEUTICAL WORKS LTD,3286,A
EFFECTIVE ENGINEERS LIMITED,3292,A
ASIRVAD MICRO FINANCE LIMITED,3991,A
ASK EHS ENGINEERING AND CONSULTANTS PRIVATE LIMITED,3995,A
ASSYST INTERNATIONAL PRIVATE LIMITED,4000,A
ICRA LIMITED,2331,A
AITHENT TECHNOLOGIES PRIVATE LIMITED,2375,A
SERVTECH SYSTEMS INDIA PRIVATE LIMITED,2348,A
SHRIRAM FOUNDRY PRIVATE LIMITED,2381,A
SITEL INDIA PRIVATE LIMITED,2387,A
SKYGOURMET CATERING PRIVATE LIMITED,2389,A
BIOGEN IDEC BIOTECH INDIA PRIVATE LIMITED,1296,A
CARGO PARTNER LOGISTICS INDIA PVT LTD,1315,A
CAROL INFO SERVICES LIMITED,1321,A
CARRARO TECHNOLOGIES INDIA PRIVATE LIMITED,1323,A
CMS SECURITAS LIMITED,1346,A
CONEXANT SYSTEMS PRIVATE LIMITED,1349,A
CONSOLIDATED CONSTRUCTION COPVT LTD,1353,A
NOUS INFOSYSTEMS PVT.LTD.,1386,A
PARLE PRODUCTS PRIVATE LIMITED,1404,A
PEARL PRINT WELL LIMITED,1409,A
