Name,HDFC_ID,Category
RSA ACTUARIAL SERVICES INDIA PRIVATE LIMITED,29233,A
BFC FOREX AND FINANCIAL SERVICES PRIVATE LIMITED,29237,A
LIBRE WIRELESS TECHNOLOGIES INDIA PRIVATE LIMITED,29238,A
SURYA SOFTWARE SYSTEMS PRIVATE LIMITED,29239,A
MONK AKARSHALA PRIVATE LIMITED,30188,A
TPR AUTOPARTS MFG. INDIA PRIVATE LIMITED,30189,A
TENRYU SAW INDIA PRIVATE LIMITED,30190,A
KOKOKU INTECH INDIA PRIVATE LIMITED,30192,A
TOKAI IMPERIAL HYDRAULICS INDIA PRIVATE LIMITED,30195,A
DAIDO INDIA PRIVATE LIMITED,30196,A
NIDEC INDIA PRIVATE LIMITED,30199,A
CTA LOGISTICS LIMITED,30223,A
HARDIP SHIPPING LOGISTICS PRIVATE LIMITED,30308,A
JYOTI INTERNATIONAL FOODS PRIVATE LIMITED,30312,A
CHORUS CALL CONFERENCING SERVICES INDIA PRIVATE LIMITED,30339,A
UDAI-OMNI HOSPITALS PRIVATE LIMITED,30340,A
KOYE PHARMACEUTICALS PRIVATE LIMITED,30343,A
DHII HEALTH TECH PRIVATE LIMITED,30344,A
INFRABEAT TECHNOLOGIES PRIVATE LIMITED,30349,A
ICENTRIS SOFTWARE DEVELOPMENT PRIVATE LIMITED,30313,A
INTERNATIONAL AMUSEMENT LIMITED,25954,A
DIAGNOSYS ELECTRONICS I PRIVATE LIMITED,25962,A
JINDAL EXPORTS AND IMPORTS PRIVATE LIMITED.,25964,A
STREAMLINE HEALTHCARE SOLUTIONS INDIA PRIVATE LIMITED,25966,A
MANVISH ETECH PRIVATE LIMITED,25967,A
DERIVIUM TRADITION SECURITIES INDIA PRIVATE LIMITED,25976,A
SRS PORTFOLIO LIMITED,25978,A
FELSOMAT INDIA PRIVATE LIMITED,25990,A
CACTUS COMMUNICATIONS PRIVATE LIMITED,25985,A
SHIVA ANALYTICALS INDIA PRIVATE LIMITED,26493,A
TBS INDIA TELEMATIC AND BIOMEDICAL SERVICES PRIVATE LIMITED,26494,A
WWL CENTRE FOR LOGISTICS EXCELLENCE PRIVATE LIMITED,26495,A
CHOLAMANDALAM MS RISK SERVICES LIMITED,26503,A
USHA FIRE SAFETY EQUIPMENTS PRIVATE LIMITED,26506,A
GRAMENER IT SERVICES PRIVATE LIMITED,26507,A
SCHMALZ INDIA PRIVATE LIMITED,26508,A
LA MCLEAN INDIA PRIVATE LIMITED,26510,A
OM IT-SOLUTIONS PRIVATE LIMITED,26512,A
STAM INTERACTIVE SOLUTIONS PRIVATE LIMITED,26514,A
VLS SECURITIES LIMITED,28008,A
STERLING AUXILIARIES PVT LTD,28023,A
VOGUESTOCK COMMODITIES LIMITED,28036,A
WOLTER VENTILATORS INDIA PRIVATE LIMITED,28038,A
GIRMITI SOFTWARE PRIVATE LIMITED,28040,A
EMC IT SOLUTIONS INDIA PRIVATE LIMITED,27953,A
BIG TREE ENTERTAINMENT PRIVATE LIMITED,27957,A
CADMATIC SOFTWARE SOLUTIONS PRIVATE LIMITED,27959,A
ARJUN MINERALS AND TRANSPORTERS LTD.,27961,A
NAVNIT MOTORS PRIVATE LIMITED,27977,A
IPENGINE MANAGEMENT INDIA PRIVATE LIMITED,27979,A
MOTILAL OSWAL INSURANCE BROKERS PRIVATE LIMITED,27999,A
NOVA MEDICAL CENTERS PRIVATE LIMITED,28002,A
VIKSON SPRING PRIVATE LIMITED,28015,A
AGARWAL AND ASSOCIATES IMPEX PRIVATE LIMITED,25318,A
CHOWDHRY RUBBER  AND CHEMICAL PRIVATE LIMITED,25331,A
PAN REALTORS PRIVATE LIMITED,25379,A
RSB INFRASTRUCTURE LIMITED.,30003,A
GRASS ROOTS RESEARCH AND CREATION INDIA PRIVATE LIMITED,30004,A
HORIZON INDUSTRIAL PRODUCTS PRIVATE LIMITED,30025,A
ASSIMILATE SOLUTIONS INDIA PRIVATE LIMITED,30026,A
DEVASHISH INFRASTRUCTURE PRIVATE LIMITED,30030,A
TAKENAKA INDIA PRIVATE LIMITED,30036,A
ISSQUARED INDIA PRIVATE LIMITED,30050,A
CORENT TECHNOLOGY PRIVATE LIMITED,30126,A
VETAL TEXTILES AND ELECTRONICS PRIVATE LIMITED,30130,A
COMPUCOM CSI SYSTEMS INDIA PRIVATE LIMITED,30131,A
HEARING SOLUTIONS PRIVATE LIMITED,26516,A
TRIAD SQUARE INFOSEC PRIVATE LIMITED,26520,A
BRIGHTVIEW TELECOM PRIVATE LIMITED,26523,A
AMRISH ONCOLOGY SERVICES PRIVATE LIMITED,26526,A
RHITI SPORTS MANAGEMENT PRIVATE LIMITED,26527,A
CHARGEBEE TECHNOLOGIES PRIVATE LIMITED,26528,A
MAA HOSPITALS PRIVATE LIMITED,26529,A
GORADIA SPECIAL STEELS LIMITED,26533,A
OM NAMAH SHIVAY LOGISTICS PRIVATE LIMITED,26535,A
INCRESOL SOFTWARE SERVICES PRIVATE LIMITED,26536,A
MAESTRO STEEL DETAILING PRIVATE LIMITED,26537,A
KAVEEN INFRA SOLUTIONS PRIVATE LIMITED,26538,A
BTC SOFT PRIVATE LIMITED,26568,A
APPLE AIR SYSTEM PRIVATE LIMITED,26573,A
SOLUTION MANPOWER AND MEDIA PRIVATE LIMITED,26574,A
PANASA WEB SOLUTIONS PRIVATE LIMITED,26575,A
E I P R INDIA PRIVATE LIMITED,26576,A
BODHI PROFESSIONAL SOLUTIONS PRIVATE LIMITED,26578,A
MIZE SOFTWARE SOLUTIONS PRIVATE LIMITED,26584,A
TARA SOFTTECH SERVICES PRIVATE LIMITED,26586,A
YASH TEXTILE MACHINES PRIVATE LIMITED,26587,A
INDIA CONNECTION IMPEX PRIVATE LIMITED,26588,A
MSA GLOBAL LOGISTICS PRIVATE LIMITED,26590,A
KF INSTRUMENTS INDIA PRIVATE LIMITED,26592,A
MAX VIGIL SECURITY EXPERT PRIVATE LIMITED,28019,A
JUBILANT CLINSYS LIMITED,28027,A
DEVERE GROUP INDIA INVESTMENT ADVISORS PRIVATE LIMITED,28028,A
DHANTURI GROUP OF HOTELS PRIVATE LIMITED,28030,A
GEETEE CARRIERS PRIVATE LIMITED,28033,A
CHEMCOAT INDIA ENTERPRISE PRIVATE LIMITED,28052,A
KUBOTA AGRICULTURAL MACHINERY INDIA PRIVATE LIMITED,28180,A
AHUJA RESIDENCY PRIVATE LIMITED,28182,A
TELLIANT SYSTEMS INDIA PRIVATE LIMITED,28183,A
SODEXO SVC INDIA PRIVATE LIMITED,28184,A
EMD SYSTEMS SOFTWARE PRIVATE LIMITED,28186,A
WTC TRADES AND PROJECTS PRIVATE LIMITED,28190,A
JAIN NEURO AND IVF HOSPITALS PRIVATE LIMITED,28194,A
MONEY HONEY FINANCIAL SERVICES PRIVATE LIMITED,28197,A
HOLZOO ONLINE NETWORKS PRIVATE LIMITED,28202,A
JRD PRINTPACK PRIVATE LIMITED,28203,A
J P MUKHERJIAND ASSOCIATES PRIVATE LIMITED,28491,A
MSD TELEMATICS PRIVATE LIMITED,28395,A
PISCES ESERVICES PRIVATE LIMITED,25381,A
APPLEXUS TECHNOLOGIES PRIVATE LIMITED,25416,A
B2B LABYRINTH SOLUTIONS PRIVATE LIMITED,25417,A
EBRO INDIA PRIVATE LIMITED,25418,A
AL GHURAIR CONSTRUCTION ALUMINIUM INDIA PRIVATE LIMITED,25420,A
ATOP FOOD PRODUCTS PRIVATE LIMITED,25421,A
ECOLIBRIUM ENERGY PRIVATE LIMITED,25424,A
ENERGYWIN TECHNOLOGIES PRIVATE LIMITED,25425,A
FORTUNE MOTORS PRIVATE LIMITED,25426,A
GENESIS LEARNING INITIATIVES PRIVATE LIMITED,25427,A
INDIABULLS ESTATE LIMITED,25428,A
KEPRI COMPUTERS PRIVATE LIMITED,25429,A
SRI KRISHNA JEWELLERS PRIVATE LIMITED,25432,A
SNP CORPORATE SERVICES PRIVATE LIMITED,25434,A
SPELL BOUND AUDITS PRIVATE LIMITED,25435,A
ULTIMATE MARINE PRIVATE LIMITED,25437,A
ADD TECHNOLOGIES INDIA LIMITED,25440,A
AJE INDIA PRIVATE LIMITED,25443,A
GOPALJEE DAIRY FOODS PRIVATE LIMITED,29842,A
TEIJIN INDIA PRIVATE LIMITED,29845,A
SCHNELLECKE - JEENA LOGISTICS INDIA PRIVATE LIMITED,29847,A
K M J LAND DEVELOPERS INDIA LIMITED,29850,A
MANYA EDUCATION PRIVATE LIMITED,29856,A
CYBER ASTRO LIMITED,29857,A
MCK INFOLINK ONLINE LTD,29860,A
BEST ENGINEERING AIDS AND CONSULTANCIES PRIVATE LIMITED,29862,A
EAGLE HUNTER SOLUTIONS LIMITED,29867,A
MECHATRONICS CONTROL EQUIPMENTS INDIA PRIVATE LIMITED,29872,A
P D S LOGISTICS INTERNATIONAL PRIVATE LIMITED,29875,A
SECTECH PRIVATE LIMITED,29885,A
BOOKER INDIA PRIVATE LIMITED,29886,A
SRSG BROADCAST INDIA PRIVATE LIMITED,29888,A
CBSI INDIA PRIVATE LIMITED,29889,A
MODAK RUBBER AND TEXTILE INDUSTRIES PRIVATE LIMITED,29890,A
TIDEWATER SHIPPING PRIVATE LIMITED,29894,A
CONTACARE OPTHALMIC PRIVATE LIMITED,29906,A
K.G. EMBROIDERY MILLS LIMITED,29908,A
ZUARI INFRAWORLD INDIA LIMITED,26323,A
BIRDY EXPORTS PRIVATE LIMITED,26156,A
CALIXTO SYSTEMS PRIVATE LIMITED,26165,A
CHEMMANUR JEWELLERS LIMITED,26166,A
CLUES NETWORK PRIVATE LIMITED,26167,A
COMPUCOM SOFTWARE LIMITED,26170,A
CONSULTING ENGINEERS GROUP LIMITED .,26171,A
D.PAULS TRAVEL AND TOURS LIMITED,26173,A
DIASQUA INDIA PRIVATE LIMITED,26178,A
DYSTAR INDIA PRIVATE LIMITED,26183,A
EXCEPTIONAIRE TECHNOLOGIES PRIVATE LIMITED,26187,A
FRANCO LEOME SHOES PRIVATE LIMITED,26193,A
GATX INDIA PRIVATE LIMITED,26196,A
GI POWER CORPORATION LIMITED,26197,A
GRAPHX SOLUTION INDIA PRIVATE LIMITED,26200,A
HITTCO TOOLS LIMITED,26204,A
HOSPIMEDICA INTERNATIONAL LIMITED,26205,A
I ADMIN OUTSOURCING PRIVATE LIMITED,26207,A
INDIA INTERNATIONAL INFRASTRUCTURE ENGINEERS LIMITED,26209,A
INVENSIS TECHNOLOGIES PRIVATE LIMITED,26215,A
CENERG GLOBAL TOOLS PRIVATE LIMITED,26324,A
CERTIKIN SWIMMING POOL PRODUCTS INDIA PRIVATE LIMITED,28255,A
FORTRAN STEEL PVT LTD,28288,A
ASHOK AND COMPANY PAN BAHAR LIMITED,28296,A
SOBIS TEKSOFT PRIVATE LIMITED,28298,A
SHALIMAR INFOTECH PRIVATE LIMITED,28325,A
KROLL ASSOCIATES INDIA PRIVATE LIMITED,28328,A
AESSEAL INDIA PRIVATE LIMITED,28341,A
ONS PERSONAL CARE PRIVATE LIMITED,28421,A
SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LIMITED,28424,A
GT US SHARED SERVICES CENTER INDIA PRIVATE LIMITED,28428,A
GMD ENGINEERING CONSULTANTS PRIVATE LIMITED,25265,A
GIZA MARKETING PRIVATE LIMITED,25267,A
VIBRANT SALON AND SPA SERVICES PRIVATE LIMITED,25268,A
HUSK POWER SYSTEMS PRIVATE LIMITED,25270,A
AZUGA TELEMATICS PRIVATE LIMITED,25275,A
NIRANI SUGARS LIMITED,25280,A
EVOLUTION SPORTS NUTRITION PRIVATE LIMITED,25281,A
VAARAD VENTURES LIMITED,25288,A
KM SEAT COMPANY PRIVATE LIMITED,25289,A
MEHTA API PRIVATE LIMITED,25293,A
CALIBER INTERCONNECT SOLUTIONS PRIVATE LIMITED,25294,A
TRUST TRAVEL AND TOURS PRIVATE LIMITED,25297,A
NURAY CHEMICALS PVT LTD,25303,A
GRAF LABORATORIES PVT LTD,25305,A
NIKHIL AUTOMOBILES LIMITED,25307,A
RAP INFOSOLUTIONS PRIVATE LIMITED,25309,A
BITZER INDIA PRIVATE LIMITED,25310,A
AMSERVE CONSULTANTS LIMITED,25446,A
ANTARES SYSTEMS LIMITED,25447,A
ARROW AIRCRAFT SALES AND CHARTERS PRIVATE LIMITED,25450,A
BAKA LIFTEC INDIA PRIVATE LIMITED,25457,A
GARLOCK INDIA PRIVATE LIMITED,25459,A
TECNOTREE CONVERGENCE PRIVATE LIMITED,29386,A
AISA INDUSTRIAL AUTOMATION INDIA PRIVATE LIMITED,29389,A
ALGORITHMS SOFTWARE PVT.LTD.,29390,A
ALPINE HOUSING DEVELOPMENT CORPORATION LIMITED.,29391,A
ANSAL HI-TECH TOWNSHIPS LIMITED,29393,A
ANSR CONSULTING INDIA PRIVATE LIMITED,29394,A
APEX INFOVISION PRIVATE LIMITED,29395,A
ARMES MAINI STORAGE SYSTEMS PRIVATE LIMITED,29396,A
ARROW ENGINEERING LIMITED,29397,A
ARZO PLASTICS PRIVATE LIMITED,29398,A
BURO HAPPOLD ENGINEERS INDIA PRIVATE LIMITED,29402,A
CARDIOMED INDIA LIMITED,29403,A
CENTUM TAX SOLUTIONS PRIVATE LIMITED,29405,A
CHRISTIE DIGITAL SYSTEMS INDIA PRIVATE LIMITED,29407,A
CMS MARSHALL LIMITED,29409,A
COEXTRIX TECHNOLOGIES PRIVATE LIMITED,29410,A
CONFIDENT PROJECTS INDIA PRIVATE LIMITED,29412,A
CTECH INFOSOLUTIONS PRIVATE LIMITED,29414,A
CV DESIGNERS INDIA PRIVATE LIMITED,29415,A
ELEGANT DYEING AND PROCESSING LIMITED,29420,A
ETS LINDGREN ENGINEERING INDIA PRIVATE LIMITED,29422,A
EUROPLAK SV CUCINE INDIA LIMITED,29423,A
EXTRON ELECTRONICS PRIVATE LIMITED,29424,A
FCBULKA ADVERTISING PRIVATE LIMITED,29425,A
FERMAT MACHINERY PRIVATE LIMITED,29426,A
FRANCIS WACZIARS AGENCIES PVT LTD,29428,A
GCS MANAGEMENT SOLUTIONS INDIA PRIVATE LIMITED,29433,A
GOT PRINT PRIVATE LIMITED,29436,A
HIGH GROUND ENTERPRISE LIMITED,29437,A
HILL AND SMITH INFRASTRUCTURE PRODUCTS INDIA PRIVATE LIMITED,29438,A
IBLE SOFT PRIVATE LIMITED,29441,A
IDEAL HOSPITALITY PRIVATE LIMITED,29442,A
INDIAN SCHOOL FINANCE COMPANY PRIVATE LIMITED,29445,A
IPACESETTERS SOLUTIONS PRIVATE LIMITED,29446,A
ISA ADVANCE INSTRUMENTS INDIA PRIVATE LIMITED,29447,A
FOCUS EDUMATICS PRIVATE LIMITED,25653,A
CAPITAL BUSINESS SYSTEMS PRIVATE LIMITED,25654,A
IPSOFT GLOBAL SERVICES PRIVATE LIMITED,26217,A
KARINA FINCAP LIMITED,26220,A
KOFAX INDIA PRIVATE LIMITED,26225,A
KRISHNA DEVELOPERS PRIVATE LIMITED,26226,A
LANDMARK INSURANCE BROKERS PRIVATE LIMITED,26229,A
LEARNING MATE SOLUTIONS PRIVATE LIMITED,26230,A
LYKIS LIMITED,26236,A
MAHINDRA AEROSPACE PRIVATE LIMITED,26240,A
MASIMO MEDICAL TECHNOLOGIES INDIA PRIVATE LIMITED,26242,A
MERLINHAWK AEROSPACE PRIVATE LIMITED,26244,A
MK UNISOFT INDIA PRIVATE LIMITED,26246,A
MOLNLYCKE HEALTH CARE INDIA PRIVATE LIMITED,26247,A
NOVA PULSE IVF CLINIC PRIVATE LIMITED,26252,A
NTB INTERNATIONAL PVT LTD,26253,A
ONS INTERACTIVE SOLUTIONS PRIVATE LIMITED,26254,A
OPTO EUROCOR HEALTHCARE LIMITED,26255,A
PALANTIR ECONOMIC SOLUTIONS INDIA PRIVATE LIMITED,26258,A
PERPETUUITI TECHNOSOFT SERVICES PRIVATE LIMITED,26260,A
POLY DIST INDIA PRIVATE LIMITED,26263,A
ANU INDUSTRIES LIMITED,28431,A
PENNANT ENGINEERING PRIVATE LIMITED,28432,A
BISHAN INFRASTRUCTURE PRIVATE LIMITED,28510,A
BINATONE TELECOMMUNICATION PRIVATE LIMITED,28514,A
NL INFRASTRUCTURE AND PROJECTS PRIVATE LIMITED,28452,A
AGARWAL INFRATECH LIMITED.,28457,A
ARON UNIVERSAL LIMITED,28464,A
VICKY FASHION LIMITED,28467,A
IDC CENTRE FOR CONSULTANCY AND RESEARCH PVT LTD,28476,A
IDEA FOUNDATIONS LIMITED,28478,A
BREMER INDIA ENGINEERING PRIVATE LIMITED,28245,A
HANSA CUSTOMER EQUITY PRIVATE LIMITED,28246,A
EXETER SOFTWARE INDIA PRIVATE LIMITED,28248,A
ADVANCE COMPUTER SERVICES LIMITED,28263,A
DHARMA SYSTEMS PRIVATE LIMITED,28265,A
SCORPIO ENGINEERING PRIVATE LIMITED,28274,A
GOA GLASS FIBRE LIMITED,25466,A
GERDAU STEEL INDIA LIMITED,25463,A
GLOBAL CREDIT CAPITAL LIMITED,25464,A
GLOBAL FAIRS MEDIA PRIVATE LIMITED,25465,A
GREAT NORTHERN LIMITED,25467,A
BRIGADE HOSPITALITY SERVICES LIMITED,25470,A
CLAVIS TECHNOLOGIES PRIVATE LIMITED,25475,A
CLOUDBYTE INDIA TECHNOLOGIES PRIVATE LIMITED,25476,A
COMPILE INDIA PRIVATE LIMITED,25480,A
CTS INDIA PRIVATE LIMITED,25483,A
DEUTSCH INDIA POWER CONNECTORS PRIVATE LIMITED,25486,A
DIONA TECHNOLOGIES INDIA PRIVATE LIMITED,25488,A
DIRECTI INTERNET SOLUTIONS PRIVATE LIMITED,25489,A
DROEGE GROUP INDIA PRIVATE LIMITED,25491,A
DURAG INDIA INSTRUMENTATION PRIVATE LIMITED,25492,A
EION TELECOM PRIVATE LIMITED,25494,A
EMIGRA IMMIGRATION SERVICES INDIA PRIVATE LIMITED,25497,A
ESP SAFETY PRIVATE LIMITED,25501,A
G D GOENKA TOURISM CORPORATION LIMITED,25506,A
GSH INDIA PRIVATE LIMITED,25509,A
HALTON INDIA PRIVATE LIMITED,25511,A
HARRO HOEFLIGER PACKAGING SYSTEMS PRIVATE LIMITED,25512,A
HEIDELBERG PROMINENT FLUID CONTROLS INDIA PRIVATE LIMITED,25515,A
HILL INTERNATIONAL PROJECT MANAGEMENT INDIA PRIVATE LIMITED,25517,A
HOMAG INDIA PRIVATE LIMITED,25518,A
ITWINE TECHNOLOGIES PRIVATE LIMITED,29449,A
JUNGHEINRICH LIFT TRUCK INDIA PRIVATE LIMITED,29452,A
K K NAG PRIVATE LIMITED,29453,A
KATHREIN INDIA PRIVATE LIMITED,29454,A
KUDOS KNOWLEDGE SERVICES PRIVATE LIMITED,29455,A
LEOCH BATTERIES INDIA PRIVATE LIMITED,29457,A
LEONI CABLE SOLUTIONS INDIA PRIVATE LIMITED,29458,A
MANDO SOFTTECH INDIA PRIVATE LIMITED,29460,A
MARKET CITY RESOURCES PRIVATE LIMITED,29463,A
MINT RPO SERVICES PRIVATE LIMITED,29467,A
MPG BUSINESS INFORMATION SYSTEMS PRIVATE LIMITED,29472,A
NATCO PRODUCTS INDIA PRIVATE LIMITED,29473,A
OTTILA INTERNATIONAL PRIVATE LIMITED,29475,A
PHENOMENAL INDUSTRIES LIMITED,29479,A
PIONEER CHANNEL FACTORY PRIVATE LIMITED,29480,A
PMAM IT SERVICES PRIVATE LIMITED,29481,A
PRISM SURFACE COATINGS PRIVATE LIMITED,29482,A
PROGRESSIVE TECHNO SOLUTIONS PRIVATE LIMITED,29483,A
QUICSOLV TECHNOLOGIES PRIVATE LIMITED,29484,A
SARGAM EXPORTS LIMITED,29490,A
SEIKO WATCH INDIA PRIVATE LIMITED,29493,A
SIEVERT INDIA PRIVATE LIMITED,29496,A
SMART ENOVATIONS INDIA PRIVATE LIMITED,29498,A
SUNPOWER SOLAR INDIA PRIVATE LIMITED,29500,A
SURAKSHA REALTY LIMITED,29501,A
SYNERGY CIRCUITS PRIVATE LIMITED,29502,A
TOYOTA LOGISTICS KISHOR INDIA PRIVATE LIMITED,29506,A
UTAIR INDIA PRIVATE LIMITED,29510,A
PRIMUS GLOBAL TECHNOLOGIES PRIVATE LIMITED,26265,A
PRUKSA INDIA HOUSING PRIVATE LIMITED,26268,A
SAFARI BIKES LIMITED,26274,A
SAFEGUARD WORLD PAYROLL SERVICES PRIVATE LIMITED,26275,A
SCHWEITZER ENGINEERING LABORATORIES PRIVATE LIMITED,26281,A
SETLITE ENGINEERS LIMITED,26283,A
SEWELLS GROUP INDIA PRLVATE LIMITED,26284,A
SHEEL BIOTECH LIMITED,26285,A
SIEMENS RAIL AUTOMATION PRIVATE LIMITED,26287,A
SIMAL INTERNATIONAL PRIVATE LIMITED,26288,A
SKY INDUSTRIES LIMITED,26290,A
SOFTINWAY TURBOMACHINERY SOLUTIONS PRIVATE LIMITED,26294,A
SUMMIT IT SOLUTIONS PRIVATE LIMITED,26299,A
T S LINES INDIA PRIVATE LIMITED,26302,A
TRANTOR SOFTWARE PRIVATE LIMITED,26305,A
UNITED VANDER HORST LTD,26311,A
VIPUL LIMITED,26313,A
WALCHAND PEOPLEFIRST LIMITED,26316,A
DRAEGER SAFETY INDIA PRIVATE LIMITED,26326,A
WORLD PEACE INTERNATIONAL INDIA PRIVATE LIMITED,26320,A
MAPLE ORGTECH INDIA LIMITED,26329,A
HEXAGON GLOBAL IT SERVICES PRIVATE LIMITED,26327,A
SRI BALAHA CHEMICALS PRIVATE LIMITED,26330,A
INTERNATIONAL TRAINING AND DEVELOPMENT PRIVATE LIMITED,28292,A
INTELLIGENT DEVELOPMENT AND PROGRAMMING PRIVATE LIMITED,28299,A
PMG INTEGRATED COMMUNICATIONS PRIVATE LIMITED,28307,A
GOLDEN GATE PROPERTIES LTD,28310,A
EMBEDDED COMPUTING AND POWER INDIA PRIVATE LIMITED,28312,A
GENOTYPIC TECHNOLOGY PRIVATE LIMITED,28319,A
NITYA ELECTROCONTROLS PRIVATE LIMITED,28332,A
TTK SERVICES PVT LTD,28371,A
JUNIPER HOTELS PRIVATE LIMITED,28375,A
FORTUNE AUTOMOBILES INDIA PRIVATE LIMITED,28382,A
RADIOWALLA NETWORK PRIVATE LIMITED,28384,A
ISHAN NETSOL PRIVATE LIMITED,28385,A
DIABETIK FOOT CARE INDIA PRIVATE LIMITED,28388,A
OUT THINKING PRIVATE LIMITED,28394,A
PRAGITI INTERNET TECHNOLOGIES PRIVATE LIMITED,28575,A
COMNET SOLUTIONS PRIVATE LIMITED,25227,A
IMAGE INFOTAINMENT LIMITED,25524,A
INDIA FLYSAFE AVIATION LIMITED,25526,A
INNCREWIN TECHNOLOGIES PRIVATE LIMITED,25527,A
INSTA EXHIBITIONS PRIVATE LIMITED,25529,A
INTERNET DATA SERVICES INDIA PRIVATE LIMITED,25532,A
KAIZEN GLOBAL SERVICES INDIA PRIVATE LIMITED,25539,A
KIMBERLY-CLARK HYGIENE PRODUCTS PRIVATE LIMITED,25541,A
K R F LIMITED,25543,A
LINDEX INDIA PRIVATE LIMITED,25551,A
MANGALAM COMPUTECH LIMITED,25557,A
MEDIA MATRIX WORLDWIDE LIMITED,25561,A
NAGMAN INSTRUMENTS AND ELECTRONICS PRIVATE LIMITED,25571,A
NEOGROUP SERVICES INDIA PRIVATE LIMITED,25572,A
PAMA MACHINE TOOLS INDIA PRIVATE LIMITED,25579,A
PARAMOUNT COSMETICS INDIA LIMITED,25580,A
VERUDIX SOLUTIONS PRIVATE LIMITED,29513,A
METIETA ADVERTISING PRIVATE LIMITED,29632,A
PACE STOCK BROKING SERVICES PVT LTD TFR FROM DELHITO HARYANA,29581,A
PARKSONS GRAPHICS PRIVATE LIMITED,29582,A
RAS DEVELOPMENTS PRIVATE LIMITED,29593,A
REALTY AUTOMATION AND SECURITY SYSTEMS PRIVATE LIMITED,29594,A
SHIPRA INFRATECH PRIVATE LIMITED,29608,A
ALFA KPO PRIVATE LIMITED,29627,A
GIEOM BUSINESS SOLUTIONS PRIVATE LIMITED,29630,A
ELCOM INNOVATIONS PRIVATE LIMITED,26383,A
EURASIA TRAVEL SERVICES PRIVATE LIMITED,28581,A
AIF CAPITAL INDIA PRIVATE LIMITED,28593,A
CONCORD BLUE TECHNOLOGY PRIVATE LIMITED,28599,A
DMI INNOVATIONS PRIVATE LIMITED,28602,A
XLERATE SOFTWARE SOLUTIONS PRIVATE LIMITED,28524,A
PARKASH AMUSEMENT RIDES AND FUN WORLD PRIVATE LIMITED,28526,A
AZAFRAN INNOVACION LIMITED,28528,A
PROVANA INDIA PRIVATE LIMITED,28532,A
BARD INDIA HEALTHCARE PRIVATE LIMITED,28545,A
ICAN BPO PRIVATE LIMITED,28552,A
MEDIA.NET SOFTWARE SERVICES INDIA PRIVATE LIMITED,28554,A
HANSOL LOGISTICS INDIA PRIVATE LIMITED,28562,A
G.I.AUTO PRIVATE LIMITED,28565,A
OUTLINE SYSTEMS INDIA PRIVATE LIMITED.,28568,A
TANDEM ACCOUNTING SERVICES PRIVATE LIMITED,28571,A
VAID LOGISTICS PRIVATE LIMITED,30441,A
WEBENZA INDIA PRIVATE LIMITED,30451,A
PARADISE FOOD COURT PRIVATE LIMITED,30452,A
DR A S CLINIC PRIVATE LIMITED,30460,A
HAVAS MEDIA INDIA PRIVATE LIMITED,30461,A
ECFY CONSULTING PRIVATE LIMITED,30462,A
JSG INNOTECH PRIVATE LIMITED,30465,A
KNS INFRASTRUCTURE PRIVATE LIMITED,30467,A
SYENA HEALTHCARE SERVICES PRIVATE LIMITED,31540,A
MIDDLEBY CELFROST INNOVATIONS PRIVATE LIMITED,31549,A
ATHENA TECHNOLOGY SOLUTIONS PRIVATE LIMITED,31556,A
AFFREIGHTER LOGISTICS PRIVATE LIMITED,31558,A
DREAM FLOWER HOUSING PROJECTS PRIVATE LIMITED,31560,A
RUBICON RED SOFTWARE INDIA PRIVATE LIMITED,31561,A
CMR LIFESCIENCES PRIVATE LIMITED,31564,A
GREEN DESIGN AND ENGINEERING SERVICES PRIVATE LIMITED,31567,A
G.RAM BOOKS PRIVATE LIMITED.,31568,A
LODESTONE SOFTWARE SERVICES PRIVATE LIMITED,31571,A
BIO GEN EXTRACTS PRIVATE LIMITED,25744,A
DACSS GRANITES PRIVATE LIMITED,25753,A
DSS IMAGETECH PRIVATE LIMITED,25757,A
FICUS PAX PRIVATE LIMITED,25763,A
HANSA VISION INDIA PRIVATE LIMITED,25767,A
BLACK KNIGHT INDIA SOLUTIONS PRIVATE LIMITED,29101,A
EXPAT PROJECTS AND DEVELOPMENT PRIVATE LIMITED,29102,A
SMILEY MONROE RUBBER AND ALLIED PRODUCTS  INDIA  PVT LTD,29108,A
EDELWEISS TOKIO LIFE INSURANCE COMPANY LIMITED,29121,A
PBA INFRASTRUCTURE LIMITED,29124,A
ARJAY APPAREL INDUSTRIES LIMITED,29125,A
HINDUJA HEALTHCARE LIMITED,29127,A
COMSOL MULTIPHYSICS PRIVATE LIMITED,29134,A
SQUARE ENIX PRIVATE LIMITED,29139,A
DLF GARDEN CITY INDORE PRIVATE LIMITED,29148,A
KALPAKAARU PROJECTS PRIVATE LIMITED,29174,A
VETOQUINOL INDIA ANIMAL HEALTH PRIVATE LIMITED,29175,A
CENSHARE INDIA PRIVATE LIMITED,29043,A
SANKYU INDIA LOGISTICS AND ENGINEERING PRIVATE LIMITED,29047,A
RUHLAMAT AUTOMATION TECHNOLOGIES INDIA PRIVATE LIMITED,29048,A
ALGOWORKS TECHNOLOGIES PRIVATE LIMITED,28086,A
ENTIGENCE SOLUTIONS INDIA PRIVATE LIMITED,28087,A
ENEFFEN TECHNOLOGIES PRIVATE LIMITED,28210,A
